survey_year,ResponseId,StartDate,RecordedDate,Status,Finished,Duration_sec,Progress,DistributionChannel,Grad_year,Major_raw,Major1,Major2,Minor_raw,Minor1,Major_minor_inferred,Transfer_student,Gender,Race_ethnicity,Participant_code,EndDate,Consent,CE_definition_text,CE_define_open,CESA_1,CESA_2,CESA_3,CESA_4,CESA_5,CESA_6,CESA_7,CESA_8,CESA_9,CESA_10,Community_ref,Community_ref_other,Volunteer_yn,Volunteer_hrs_month,Civic_duty_1,Civic_duty_2,Civic_duty_3,Civic_duty_4,Civic_duty_5,Civic_duty_6,CE_activity_1,CE_activity_2,CE_activity_3,CE_activity_4,CE_activity_5,CE_activity_6,Media_CE_activities,Local_news_yn,Local_news_which,Local_news_connected,Local_news_CE_yn,CE_campus_1,CE_campus_2,CE_campus_3,CE_campus_4,CE_campus_5,CE_campus_6,CE_campus_7,CE_campus_8,Know_WC_CE_mission,Agree_CE_mission,WC_meeting_CE_mission,WC_CE_resources,Overall_CE_rating
SP24,R_5MXuAIs3yYhHGm7,2024-03-25 09:52:47,2024-03-25 10:00:03,IP Address,True,434,100,anonymous,2025,ENV studies ,ENV,-9,ECON,ECON,-9,0,1,European American or White,,2024-03-25 10:00:02,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community",4,4,3,4,4,4,4,3,3,4,The Chestertown or local community,-9,1,Less than 4 hours per month,2,3,3,3,3,3,3,3,3,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,4,4,4,4,4,4,4,1,1,1,2,4
SP24,R_3fBORPW9n011Mwp,2024-03-25 09:55:29,2024-03-25 10:00:47,IP Address,True,316,100,anonymous,2027,Business management ,BUS,-9,Finance,OTHER:FINANCE,-9,0,2,European American or White,,2024-03-25 10:00:46,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,2,4,4,4,4,5,-9,1,Less than 4 hours per month,3,4,2,2,3,4,3,3,3,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Chestertown Spy,3,1,3,4,4,3,4,3,3,3,1,1,2,2,2
SP24,R_5kyrgmCpYgqHxKh,2024-03-25 09:51:21,2024-03-25 10:04:08,IP Address,True,765,100,anonymous,2027,History,HIS,-9,Creative Writing,WRG,-9,0,2,European American or White,,2024-03-25 10:04:07,Yes (continue to survey),-9,"Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities",4,4,4,3,3,4,4,4,3,4,2,-9,1,Less than 4 hours per month,2,3,4,4,4,3,3,3,1,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.",1,The Elm,3,4,4,3,4,2,4,5,4,4,0,1,1,1,3
SP24,R_2PUFr7L1EuYo6rv,2024-03-25 10:05:47,2024-03-25 10:05:53,IP Address,True,5,100,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-03-25 10:05:52,No (end survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_6IzbO6pCtLIrIgW,2024-03-25 10:00:42,2024-03-25 10:08:00,IP Address,True,436,100,anonymous,2024,"Chemistry, Biology",CHE,BIO,Public health,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,,2024-03-25 10:07:59,Yes (continue to survey),-9,Voting,2,3,4,3,2,2,3,4,4,3,5,-9,1,Less than 4 hours per month,2,4,3,1,3,3,1,3,1,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",0,-9,-9,4,3,4,4,3,3,3,3,3,1,1,1,2,3
SP24,R_7PzBDi5whp5XHtz,2024-03-25 10:00:48,2024-03-25 10:08:04,IP Address,True,435,100,anonymous,2026,Psychology ,PSY,-9,Public health ,OTHER:PUBLIC_HEALTH,-9,0,2,"European American or White,Hispanic/Latinx",,2024-03-25 10:08:03,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities",3,4,4,4,4,4,4,4,4,4,2,-9,1,Less than 4 hours per month,3,3,4,3,3,3,3,3,1,3,4,3,"Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",0,-9,-9,4,4,3,4,4,4,2,4,5,0,1,1,2,3
SP24,R_7Vr56KeUqRpEy6w,2024-03-25 09:58:22,2024-03-25 10:11:07,IP Address,True,763,100,anonymous,2024,Human Development ,HDS,-9,English / Psychology,ENG; PSY,-9,0,2,European American or White,,2024-03-25 10:11:06,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,4,3,4,3,3,3,4,3,4,3,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",1,The Elm,4,4,4,3,4,4,4,3,5,5,1,1,1,2,5
SP24,R_17xmzfBtTOPHZbN,2024-03-25 10:01:48,2024-03-25 10:29:36,IP Address,True,1666,100,anonymous,2026,Business ,BUS,-9,Finance and marketing ,OTHER:FINANCE_AND_MARKETIN,-9,0,2,European American or White,,2024-03-25 10:29:35,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,3,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,3,3,3,3,4,2,3,3,1,3,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,4,4,4,4,4,4,4,1,-9,1,2,3
SP24,R_1095NjtVaCFRzSF,2024-03-25 10:22:47,2024-03-25 10:42:32,IP Address,True,1184,100,anonymous,2024,-9,-9,-9,-9,-9,-9,0,1,"European American or White,Hispanic/Latinx",,2024-03-25 10:42:31,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities",4,4,4,4,3,2,4,4,4,4,5,-9,1,Less than 4 hours per month,2,4,3,4,4,3,1,3,1,3,3,1,"Following accounts/pages that post about current events.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.",0,-9,-9,4,4,3,3,4,3,4,4,4,0,1,2,2,3
SP24,R_2IMFW1xVnrAxy1Y,2024-03-25 10:43:49,2024-03-25 10:55:14,IP Address,True,684,100,anonymous,2024,psychology ,PSY,-9,secondary education studies,EDU,-9,0,2,European American or White,,2024-03-25 10:55:13,Yes (continue to survey),-9,"Voting,Teaching or mentorship,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members",4,4,4,4,2,3,4,4,2,4,The Chestertown or local community,-9,1,4 to 8 hours per month,3,4,3,3,3,2,1,4,3,1,3,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Elm,4,4,4,4,4,4,4,4,4,4,1,1,0,0,3
SP24,R_2MRNsNPIhuKGThW,2024-03-25 11:04:02,2024-03-25 11:10:49,IP Address,True,406,100,anonymous,2026,Env sci and biology ,ENV,BIO,Chesapeake regional studies ,MFCE,-9,0,1,European American or White,,2024-03-25 11:10:48,Yes (continue to survey),-9,"Voting,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members",4,4,4,4,3,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,3,4,3,3,4,4,3,4,3,3,4,4,"Following accounts/pages that post about current events.,Debating opinions or ideas with others with whom you disagree.",1,Eastern Shore Post,4,4,4,4,3,4,4,4,3,4,1,1,2,2,3
SP24,R_7K8CfyypgxGku2W,2024-03-25 11:19:12,2024-03-25 11:27:26,IP Address,True,492,100,anonymous,2024,History,HIS,-9,Education studies,EDU,-9,0,2,European American or White,,2024-03-25 11:27:25,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",4,4,3,4,4,4,4,4,2,4,5,-9,1,Less than 4 hours per month,2,3,3,3,3,2,1,3,1,3,3,3,"Following accounts/pages that post about current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",1,The Elm,4,4,4,4,5,5,4,5,4,4,1,1,1,2,3
SP24,R_3FfusxAIOXxs1ln,2024-03-25 11:42:19,2024-03-25 11:49:06,IP Address,True,406,100,anonymous,2026,Biology and Environmental Science ,BIO,ENV,Chemistry ,CHE,-9,0,2,European American or White,,2024-03-25 11:49:05,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Participating in research with community members",4,4,3,4,4,4,4,4,4,4,5,-9,1,8 to 12 hours per month,3,4,3,3,4,3,3,4,3,3,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,Kent County News,3,4,4,4,3,3,3,3,3,3,1,1,1,1,3
SP24,R_4DknuqSCGluAlLH,2024-03-25 12:24:54,2024-03-25 12:33:13,IP Address,True,497,100,anonymous,2025,Political Science,POL,-9,"Marketing, JLS",OTHER:MARKETING; JLS,-9,0,2,European American or White,,2024-03-25 12:33:12,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,3,3,4,4,4,4,2,4,The Chestertown or local community,-9,1,Less than 4 hours per month,2,2,4,3,4,3,1,3,1,3,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,4,4,3,4,4,4,4,0,1,2,2,5
SP24,R_3GIWsuxF6kvtq35,2024-03-25 12:40:30,2024-03-25 12:54:42,IP Address,True,851,100,anonymous,2026,Human Development,HDS,-9,Social Welfare,SOC,-9,0,2,African American or Black,N/A,2024-03-25 12:54:41,Yes (continue to survey),-9,"Political engagement,Talking with people in the community,Volunteering or doing community service",4,4,3,4,3,3,4,4,3,4,5,-9,0,-9,3,4,3,3,4,3,3,3,3,3,3,3,"Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",0,-9,-9,4,3,2,2,3,3,4,3,3,0,-9,1,2,2
SP24,R_32RAoDv39xdEmOj,2024-03-25 08:45:16,2024-03-25 13:05:46,IP Address,False,433,98,anonymous,2026,education,EDU,-9,-9,-9,-9,0,1,European American or White,,2024-03-25 08:52:30,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Contributing to community businesses with a social cause",3,4,4,4,2,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,2,3,3,4,4,3,1,3,1,1,3,3,-9,0,-9,-9,4,4,4,4,3,4,4,4,4,1,1,1,1,3
SP24,R_7NOaHAMLCUjPRcJ,2024-03-25 17:21:53,2024-03-25 17:29:41,IP Address,True,468,100,anonymous,2024,Environmental Science,ENV,-9,Public health ,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,,2024-03-25 17:29:41,Yes (continue to survey),-9,"Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities",4,4,4,4,3,3,4,4,3,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,3,2,3,3,3,3,3,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",1,"The Elm,The Chestertown Spy,Kent County News",4,1,5,4,4,4,4,4,4,4,1,1,2,2,4
SP24,R_2KcAlEub5Gt5uom,2024-03-25 18:43:57,2024-03-25 18:54:16,IP Address,True,618,100,anonymous,2025,English,ENG,-9,"Gender Studies, Creative Writing, and Journalism, Editing, & Publishing",OTHER:GENDER_STUDIES; WRG; OTHER:AND_JOURNALISM; OTHER:EDITING; OTHER:&_PUBLISHING,-9,0,2,European American or White,,2024-03-25 18:54:15,Yes (continue to survey),-9,"Voting,Political engagement,Activism or awareness raising activities",4,4,4,3,3,2,4,4,4,4,2,-9,0,-9,3,3,3,2,4,3,1,3,1,3,4,3,"Following accounts/pages that post about current events.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Elm,5,4,4,2,4,3,3,2,3,2,0,1,0,1,4
SP24,R_5iwh5Fe9jqvUjUL,2024-03-25 08:42:07,2024-03-25 19:02:55,IP Address,False,607,98,anonymous,2027,Undecided,UNDECLARED,-9,Undecided,UNDECLARED,-9,0,2,European American or White,,2024-03-25 08:52:15,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,3,4,Somewhere else (please specify),Both; Chestertown and home community,1,4 to 8 hours per month,3,4,3,3,4,4,3,4,1,3,4,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,"The Elm,Kent County News",4,4,5,5,5,5,5,5,5,5,1,1,1,1,4
SP24,R_5Dpb1Of26xBY9QH,2024-03-25 20:31:03,2024-03-25 20:39:45,IP Address,True,521,100,anonymous,2025,Business,BUS,-9,Finance,OTHER:FINANCE,-9,0,1,"European American or White,Indigenous/Hawaiian/Pacific Islander",,2024-03-25 20:39:44,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,3,4,3,4,4,4,2,4,5,-9,0,-9,3,3,2,4,4,2,3,3,1,4,4,1,"Following accounts/pages that post about current events.,Debating opinions or ideas with others with whom you disagree.",0,-9,-9,4,3,3,2,3,4,4,3,3,0,1,1,1,3
SP24,R_3q539FrLWxZEO77,2024-03-25 20:00:37,2024-03-25 20:40:42,IP Address,True,2403,100,anonymous,2025,Environmental Science,ENV,-9,Biology,BIO,-9,0,6,I prefer not to answer,,2024-03-25 20:40:41,Yes (continue to survey),-9,"Political engagement,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class",4,4,4,4,2,4,3,4,4,4,The Chestertown or local community,-9,0,-9,3,3,2,2,2,3,3,3,1,1,3,3,Debating opinions or ideas with others with whom you disagree.,0,-9,-9,1,4,4,5,5,5,5,4,4,1,1,1,1,3
SP24,R_3Vq1RiIlWszY1qb,2024-03-25 20:31:44,2024-03-25 20:51:38,IP Address,True,1194,100,anonymous,2025,Neuroscience ,NEU,-9,Business management ,BUS,-9,0,1,"African American or Black,Hispanic/Latinx",,2024-03-25 20:51:38,Yes (continue to survey),-9,"Voting,Political engagement,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",3,4,4,4,2,2,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,3,4,3,3,4,3,1,3,1,3,4,1,-9,0,-9,-9,4,3,4,4,3,2,4,3,3,0,1,2,1,2
SP24,R_7frDRQQOBiktUk2,2024-03-25 20:42:12,2024-03-25 20:53:07,IP Address,True,654,100,anonymous,2027,English,ENG,-9,Creative Writing,WRG,-9,0,2,European American or White,,2024-03-25 20:53:07,Yes (continue to survey),-9,"Voting,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",3,4,4,3,3,2,4,4,3,3,The Chestertown or local community,-9,0,-9,2,3,3,3,4,3,1,3,1,3,3,1,Signing online petitions.,0,-9,-9,4,3,3,4,3,4,4,3,3,1,1,1,1,2
SP24,R_506GFTL9qZ6Q5Au,2024-03-26 06:56:18,2024-03-26 07:07:36,IP Address,True,676,100,anonymous,2025,Communication & Media Studies,CMS,-9,"Hispanic Studies, Marketing, Psychology",OTHER:HISPANIC_STUDIES; OTHER:MARKETING; PSY,-9,0,2,"European American or White,Hispanic/Latinx",,2024-03-26 07:07:35,Yes (continue to survey),-9,"Voting,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,2,-9,1,8 to 12 hours per month,3,4,4,4,4,4,3,4,3,4,4,3,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",1,"The Elm,The Chestertown Spy",4,1,4,3,2,4,4,5,4,4,1,1,2,2,4
SP24,R_8CDrHJfROrowmEj,2024-03-26 06:38:49,2024-03-26 07:15:11,IP Address,True,2181,100,anonymous,2026,Communications/Economics,CMS,ECO,Creative Writing,WRG,-9,0,2,European American or White,,2024-03-26 07:15:11,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",2,4,3,3,2,2,4,3,4,4,The Chestertown or local community,-9,0,-9,3,2,2,4,3,3,1,3,1,4,4,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,2,2,2,3,3,4,4,2,0,-9,0,2,3
