StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3_1,Q9-ESP3_2,Q9-ESP3_3,Q10-M1,Q11-M3,Q11-M3a,Q12-M4_1,Q12-M4_2,Q12-M4_3,Q12-M4_4,Q12-M4_5,Q12-M4_6,Q12-M4_7,Q12-M4_8,Q12-M4_9,Q13-M5,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q34,Q35,Q36,Q18,Q19,Q20,Q21,Q22,Q32,Q23,Q24,Q44
2023-04-06 06:11:20,2023-04-06 06:18:26,IP Address,174.192.195.165,100,426,True,2023-04-06 06:18:27,R_302D6P4u26hDgo3,,,,,38.894,-77.0365,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,The Chestertown or local community,,Yes,4 to 8 hours per month,Important,Very Important,Important,Very Important,Very Important,Very Important,Never,Often,Sometimes/Occasionally,Often,Often,Often,No,No,No,"Following accounts/pages that post about current events.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",No,,Negative Impact,Positive Impact,Negative Impact,No impact,No impact,No impact,No impact,Negative Impact,No impact,No,No,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,I don't know,Yes,I am more engaged than the average WAC student,2023,"Human development ",Yes,Yes,Yes,Female,European American or White,
2023-04-06 06:37:34,2023-04-06 06:43:14,IP Address,209.243.32.182,100,340,True,2023-04-06 06:43:16,R_1r61F6NTeDt54NL,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Protesting or rallying,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,The Chestertown or local community,,No,,Important,Important,Important,Important,Important,Important,Never,Never,Never,Sometimes/Occasionally,Often,Often,Yes,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Neither connected or disconnected,Positive Impact,Negative Impact,Negative Impact,No impact,Negative Impact,No impact,Negative Impact,Negative Impact,No impact,No,No,,,Yes,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,No,Yes,I don't know,No,I am less engaged than the average WAC student,2023,"Communication and Media Studies ",No,Yes,No,Female,European American or White,17
2023-04-06 07:38:26,2023-04-06 07:44:49,IP Address,76.78.85.7,100,383,True,2023-04-06 07:44:50,R_2PuQ7grcpZ1B7zp,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhere else (please specify),"Due to disabilities, I am often isolated from my physical community. I was thinking most of the community spaces I engage in online (I take many moderation/organization positions. I have managed two zines and moderated for a third.)",No,,Important,Very Important,Very Important,Important,Very Important,Important,Never,Never,Never,Often,Often,Never,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",No,,,,,,,,,,,Yes,No,,,Yes,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Yes,Yes,I don't know,I don't know,I am less engaged than the average WAC student,2026,English,No,No,No,"Genderqueer, genderfluid, or non-binary",European American or White,
2023-04-06 08:19:21,2023-04-06 08:27:16,IP Address,172.58.187.134,100,474,True,2023-04-06 08:27:17,R_3nHO7LWupE0IHSY,,,,,39.037,-77.0412,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,The Washington College community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Often,Yes,No,No,Signing online petitions.,Yes,Neither connected or disconnected,Positive Impact,No impact,Positive Impact,,Positive Impact,,,Positive Impact,Positive Impact,No,Yes,"The Elm,Kent County News,Eastern Shore Post",Neither connected nor disconnected,Yes,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No,I don't know,No,No,I am as engaged as the average WAC student,2026,"Psychology ",No,No,Yes,Female,"European American or White,Middle Eastern/North African",
2023-04-06 09:25:00,2023-04-06 09:29:54,IP Address,76.78.85.62,100,294,True,2023-04-06 09:29:55,R_3fee867AJ6oKI67,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Attending community arts and culture events",Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Your home community,,No,,Not really important,Important,Not really important,Not really important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.",No,,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes,No,No,I am less engaged than the average WAC student,2024,Biology,Yes,No,No,Female,European American or White,55
2023-04-06 09:41:46,2023-04-06 10:01:23,IP Address,76.78.85.50,100,1176,True,2023-04-06 10:01:24,R_2TIexARCiJkK2eA,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,The Washington College community,,Yes,Less than 4 hours per month,Very Important,Important,Very Important,Very Important,Very Important,Important,Often,Sometimes/Occasionally,Never,Sometimes/Occasionally,Often,Never,No,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.",No,,,,,,,,,,,,No,,,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes,Yes,Yes,I am less engaged than the average WAC student,2026,,No,No,Yes,Female,European American or White,
2023-04-06 09:59:12,2023-04-06 10:04:40,IP Address,76.78.85.29,100,327,True,2023-04-06 10:04:40,R_XFGwTjGzqnOHFZL,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Activism or awareness raising activities",Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Your home community,,Yes,Less than 4 hours per month,Important,Important,Not really important,Not really important,Not really important,Important,Never,Sometimes/Occasionally,Never,Never,Never,Sometimes/Occasionally,No,No,No,Following accounts/pages that post about current events.,Yes,Very disconnected,,,,,,,,,,No,No,,,Yes,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,No,Yes,No,I don't know,I am less engaged than the average WAC student,2024,biology,Yes,No,No,Male,"African American or Black,Hispanic/Latinx",73
2023-04-04 10:40:13,2023-04-06 10:14:51,IP Address,76.78.85.60,100,171278,True,2023-04-06 10:14:52,R_UWmWKx25hSpBd7P,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Disagree,Disagree,Agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,The Chestertown or local community,,No,,Not really important,Very Important,Important,Not at all important,Very Important,Not really important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Often,Never,Yes,Yes,Yes,Signing online petitions.,Yes,Very disconnected,Positive Impact,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,Yes,The Elm,Disconnected,Yes,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Yes,Yes,Yes,Yes,I am less engaged than the average WAC student,2026,Art History,No,No,No,Female,European American or White,
2023-04-06 10:54:34,2023-04-06 10:59:40,IP Address,76.78.85.96,100,306,True,2023-04-06 10:59:41,R_9Y0Fm7xLPBz7h6N,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Making donations to charities,Activism or awareness raising activities,Attending community arts and culture events",Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Your home community,,Yes,Less than 4 hours per month,Not really important,Very Important,Important,Very Important,Very Important,Very Important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Often,Often,Yes,No,No,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",Yes,Neither connected or disconnected,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No,Yes,"The Elm,The Chestertown Spy,Kent County News",Connected,Yes,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,I am as engaged as the average WAC student,2026,"anthropology and environmental studies  ",No,No,No,Male,"European American or White,Indigenous/Hawaiian/Pacific Islander",
2023-04-06 11:06:03,2023-04-06 11:11:15,IP Address,76.78.85.36,100,311,True,2023-04-06 11:11:16,R_2qjXRWgalDkYQJZ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,The Washington College community,,No,,Important,Very Important,Very Important,Important,Very Important,Not really important,Never,Sometimes/Occasionally,Never,Often,Often,Sometimes/Occasionally,No,No,No,Debating opinions or ideas with others with whom you disagree.,No,,No impact,,Positive Impact,,,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,Yes,The Elm,Neither connected nor disconnected,Yes,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,No,I don't know,I am more engaged than the average WAC student,2023,biology and psychology,No,No,Yes,Female,"Asian, Asian American",36
2023-04-06 11:08:38,2023-04-06 11:21:31,IP Address,76.78.85.62,100,773,True,2023-04-06 11:21:32,R_12grO0tEUZUIiZ4,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,The Washington College community,,No,,Important,Important,Important,Important,Very Important,Important,Never,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Never,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Connected,Positive Impact,Positive Impact,Positive Impact,No impact,Positive Impact,Positive Impact,No impact,Negative Impact,No impact,Yes,No,,,Yes,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Yes,I don't know,Yes,Yes,I am as engaged as the average WAC student,2026,psychology,No,No,No,Female,European American or White,
2023-04-06 12:16:47,2023-04-06 12:23:36,IP Address,76.78.85.98,100,408,True,2023-04-06 12:23:37,R_3PiYnbZ01VJdGT8,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Your home community,,Yes,Less than 4 hours per month,Not really important,Very Important,Not really important,Not really important,Very Important,Important,Never,Often,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,No,No,"Following accounts/pages that post about current events.,Signing online petitions.",Yes,Neither connected or disconnected,No impact,Positive Impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No,Yes,"The Elm,Kent County News",Neither connected nor disconnected,No,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,No,Yes,No,No,I am as engaged as the average WAC student,2024,Mathematics,Yes,No,Yes,Male,European American or White,
