StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3,Q76,Q75,Q10-ESP4,Q11-ESP5,Q12-ESP6,Q13-ESP7,Q14-ESP8,Q10-M1,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q58,Q68,Q69,Q70,Q71,Q72_1,Q72_2,Q72_3,Q72_4,Q66,Q17,Q34,Q35,Q36,Q18,Q60,Q73,Q19,Q46,Q20,Q45,Q23,Q24,Q44
2025-04-15 11:18:41,2025-04-15 11:27:34,IP Address,76.78.85.75,100,533,True,2025-04-15 11:27:35,R_1EFOmz5hVvSs6VL,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Sometimes,Very Often,Very Often,Very Often,Very Often,Often,The Washington College community,,Yes,Less than 4 hours per month,Important,Important,Very Important,Important,Very Important,Important,Never,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Sometimes/Occasionally,No,No,No,Democrat,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Very important,Very important,Very important,No,,,Yes,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Yes,Yes,No,No,No,Mostly True,Very True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,No,I am as engaged as the average WAC student,Somewhat familiar,I feel neutral about my belonging,2026,No,"Psychology ","Sociology and Social Welfare ",Woman,European American or White,
2025-04-15 12:02:18,2025-04-15 12:32:46,IP Address,76.78.85.95,100,1828,True,2025-04-15 12:32:47,R_3LoLAYLca8JXkhs,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Sometimes,Often,Often,Sometimes,Often,Often,The Chestertown or local community,,Yes,4 to 8 hours per month,Important,Very Important,Very Important,Very Important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Often,Sometimes/Occasionally,No,No,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Important,Important,Important,Important,Important,No,,,No,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,No,Yes,No,No,No,Mostly True,Mostly True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,No,I don't know,I am much more engaged than the average WAC student,Somewhat familiar,I feel neutral about my belonging,2026,No,Sociology,"social welfare, psychology, justice, law, & society",Woman,Hispanic/Latinx,
2025-04-15 13:55:41,2025-04-15 14:08:12,IP Address,76.78.85.42,100,750,True,2025-04-15 14:08:13,R_6Hn3YYupS7RpH57,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service",Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Often,Often,Often,Often,Sometimes,Sometimes,Your home community,,Yes,8 to 12 hours per month,Important,Very Important,Important,Important,Important,Important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Yes,Yes,Yes,Independent,Yes,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Important,Important,Very important,Important,Very important,Yes,"The Elm,The Chestertown Spy,Kent County News,Eastern Shore Post,Shore Daily News",Connected,Yes,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,No,No,Yes,No,Yes,Mostly True,Mostly True,Mostly True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,Yes,I am more engaged than the average WAC student,Very familiar,I feel a sense of belonging,2028,No,Env Science,Secondary Edu or Edu,Man,European American or White,Edu 251
2025-04-08 17:08:16,2025-04-08 17:12:15,IP Address,76.78.85.6,21,239,False,2025-04-15 17:12:18,R_7WRYaMcjapLU91v,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service",Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Rarely,Often,Sometimes,Sometimes,Never,Never,The Washington College community,,No,,Not really important,Not really important,Not really important,Not really important,Not really important,Not really important,Never,Sometimes/Occasionally,Never,Never,Often,Sometimes/Occasionally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-08 18:19:46,2025-04-08 18:30:16,IP Address,174.219.231.31,98,629,False,2025-04-15 18:30:22,R_6dyaqgIioOPJy7U,,,,,38.8842,-76.9941,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Your home community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,Yes,Yes,No,Independent,Yes,Middle of the Road,"I usually vote, but I DIDN’T vote in the 2024 Presidential Election",I don't remember,Debating opinions or ideas with others with whom you disagree,Very important,Very important,Very important,Very important,Very important,Important,No,,,Yes,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Yes,No,No,Yes,No,Very Untrue,Very Untrue,Mostly Untrue,Mostly True,My participation has decreased. I am less involved now than I was in my first semester.,Yes,Yes,Yes,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel neutral about my belonging,2026,No,"Biology, studio art",,Woman,European American or White,
2025-04-15 07:18:11,2025-04-15 19:13:53,IP Address,209.243.32.180,100,42941,True,2025-04-15 19:13:53,R_6DaLPsBb36yIz3b,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Volunteering or doing community service",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Often,Sometimes,The Washington College community,,Yes,Less than 4 hours per month,Important,Important,Important,Not really important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Following elected officials or other representatives on social media",Important,Important,Important,Important,Important,Important,Yes,The Elm,Very disconnected,Yes,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,No,No,No,Yes,Mostly Untrue,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel a strong sense of belonging,2027,No,English,Secondary Education,Woman,European American or White,
2025-04-09 08:11:45,2025-04-09 08:12:06,IP Address,209.243.32.180,4,21,False,2025-04-16 08:12:08,R_30NhbhOd6iHIM4O,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 09:34:07,2025-04-09 09:34:20,IP Address,76.78.85.48,4,13,False,2025-04-16 09:34:23,R_3veFmku0Jk6rNv3,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 09:55:25,2025-04-09 09:56:00,IP Address,76.78.85.29,8,35,False,2025-04-16 09:56:04,R_7NKdddsAtquXQbt,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 10:01:04,2025-04-09 10:01:09,IP Address,209.243.32.181,4,5,False,2025-04-16 10:01:11,R_140BZSj8ZhDY0rX,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 09:52:33,2025-04-09 10:03:50,IP Address,209.243.32.180,4,676,False,2025-04-16 10:03:54,R_34R0snxYhylw5pv,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 10:02:59,2025-04-09 10:05:38,IP Address,76.78.85.87,8,158,False,2025-04-16 10:05:45,R_5gVi9F21sUwHmtb,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Teaching or mentorship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 10:03:08,2025-04-09 10:06:39,IP Address,76.78.85.91,17,210,False,2025-04-16 10:06:41,R_59gY7IQwD08MSW3,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,The Washington College community,,Yes,Less than 4 hours per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 10:09:14,2025-04-09 10:09:50,IP Address,76.78.85.96,8,36,False,2025-04-16 10:09:51,R_1PYp52UmQGRfPv3,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16 10:05:43,2025-04-16 10:13:28,IP Address,209.243.32.181,100,464,True,2025-04-16 10:13:29,R_6aXK9OlWCR3vmOr,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Sometimes,Often,Often,Often,Often,Often,The Chestertown or local community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,No,No,No,Democrat,No,Middle of the Road,"I thought about voting in the 2024 Presidential Election, but DIDN’T",Kamala Harris,"Signing online petitions,Debating opinions or ideas with others with whom you disagree",Important,Important,Important,Important,Important,Important,No,,,Yes,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,I don't know,Yes,I am less engaged than the average WAC student,Unfamiliar,I feel neutral about my belonging,2026,Yes,Business,Finance,Man,African American or Black,
2025-04-09 10:22:40,2025-04-09 10:23:11,IP Address,76.78.85.35,8,31,False,2025-04-16 10:23:13,R_7F57Ik4weG6J0si,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 10:22:40,2025-04-09 10:24:01,IP Address,174.192.198.191,10,81,False,2025-04-16 10:24:06,R_5kum61gcoGb2aWA,,,,,38.9267,-76.9758,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Making donations to charities",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
